Publication_date,Source,Scraped_category,Title,Summary,Article_Url
11-09-2024,BBC,Football,Is captain Tavernier nearing the end at Rangers?,Is James Tavernier's spell at Rangers coming to an end? A question that remains live even after the transfer window has closed.AttributionRangersPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/ce9zkmndg1po
10-09-2024,BBC,Football,What we've learned about each Premiership club so farAttributionScottish PremPosted21 hours ago21h,What we've learned about each Premiership club so farAttributionScottish PremPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/ce805vx1dnyo
11-09-2024,BBC,Football,St Mirren's Gillespie not joining Rangers - gossipAttributionScottish PremPosted7 hours ago7h,St Mirren's Gillespie not joining Rangers - gossipAttributionScottish PremPosted7 hours ago7h,https://www.bbc.com/sport/football/articles/c1epw0qxll2o
11-09-2024,BBC,Football,Engels not fazed by record Celtic price tagAttributionCelticPosted19 hours ago19h,Engels not fazed by record Celtic price tagAttributionCelticPosted19 hours ago19h,https://www.bbc.com/sport/football/articles/cgm738zmpklo
10-09-2024,BBC,Football,Former Scotland manager Burley being treated for cancerAttributionPremier LeaguePosted1 day ago1d,Former Scotland manager Burley being treated for cancerAttributionPremier LeaguePosted1 day ago1d,https://www.bbc.com/sport/football/articles/cgl2r4k8zewo
10-09-2024,BBC,Football,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/c207ve65e4qo
11-09-2024,BBC,Football,How to watch and follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,How to watch and follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,https://www.bbc.com/sport/football/articles/c80edged5mmo
10-09-2024,BBC,Football,Fahey and Kiernan sign new Liverpool contractsAttributionR. of Ireland WomenPosted1 day ago1d,Fahey and Kiernan sign new Liverpool contractsAttributionR. of Ireland WomenPosted1 day ago1d,https://www.bbc.com/sport/football/articles/cx2e87ngpxjo
11-09-2024,BBC,Cricket,Ireland v England - third women's ODI scorecardPosted13 hours ago13h,Ireland v England - third women's ODI scorecardPosted13 hours ago13h,https://www.bbc.com/sport/cricket/scorecard/e-221611
11-09-2024,BBC,Cricket,Notts sign New Zealand seamer Duffy for run inAttributionCounty CricketPosted5 hours ago5h,Notts sign New Zealand seamer Duffy for run inAttributionCounty CricketPosted5 hours ago5h,https://www.bbc.com/sport/cricket/articles/cp8n6138dnxo
11-09-2024,BBC,Cricket,Losing Sadler 'not easy' for Northants - KleinveldtAttributionNorthantsPosted4 hours ago4h,Losing Sadler 'not easy' for Northants - KleinveldtAttributionNorthantsPosted4 hours ago4h,https://www.bbc.com/sport/cricket/articles/cn8l37352k3o
10-09-2024,BBC,Cricket,England drop batter Lawrence for Pakistan tourAttributionCricketPosted1 day ago1dComments942,England drop batter Lawrence for Pakistan tourAttributionCricketPosted1 day ago1dComments942,https://www.bbc.com/sport/cricket/articles/ckg2r984vlmo
10-09-2024,BBC,Cricket,Cox and Bethell to make England debuts v Australia,Batter Jordan Cox and 20-year-old batting all-rounder Jacob Bethell will make their England debuts in the first T20 against Australia on Wednesday in Southampton.AttributionCricketPosted1 day ago1dComments128,https://www.bbc.com/sport/cricket/articles/c5yp1xwx45lo
11-09-2024,BBC,Cricket,Third successive day of Afghanistan-NZ Test washed outPosted13 hours ago13h,Third successive day of Afghanistan-NZ Test washed outPosted13 hours ago13h,https://www.bbc.com/sport/cricket/scorecard/e-222562
11-09-2024,BBC,Cricket,Cricket ground goes green in solar power switchAttributionHampshire & Isle of WightPosted9 hours ago9hComments1,Cricket ground goes green in solar power switchAttributionHampshire & Isle of WightPosted9 hours ago9hComments1,https://www.bbc.com/news/articles/cz07krz2z42o
10-09-2024,BBC,Cricket,"Bears opener Davies passes 1,000 runs at WorcesterAttributionCricketPosted21 hours ago21hComments20","Bears opener Davies passes 1,000 runs at WorcesterAttributionCricketPosted21 hours ago21hComments20",https://www.bbc.com/sport/cricket/articles/clywl47xe1go
10-09-2024,BBC,Cricket,Pepper pushes Essex to big total against NottsAttributionCricketPosted21 hours ago21hComments12,Pepper pushes Essex to big total against NottsAttributionCricketPosted21 hours ago21hComments12,https://www.bbc.com/sport/cricket/articles/c3vxqnq3gw7o
11-09-2024,BBC,Cricket,Durham's Bedingham and Ackermann dominate LancsAttributionCricketPosted19 hours ago19hComments32,Durham's Bedingham and Ackermann dominate LancsAttributionCricketPosted19 hours ago19hComments32,https://www.bbc.com/sport/cricket/articles/c93pzxv329lo
10-09-2024,BBC,Cricket,'Don't make Coldplay comparison - England should aim for winning mentality',"England's defeat against Sri Lanka was careless rather than a crisis, but it proves they need to find a ruthlessness, says Stephan Shemilt.AttributionEnglandPosted1 day ago1dComments640",https://www.bbc.com/sport/cricket/articles/c623y6115zvo
10-09-2024,BBC,Cricket,Prest hits century as Hampshire pile pressure on KentAttributionCricketPosted20 hours ago20hComments23,Prest hits century as Hampshire pile pressure on KentAttributionCricketPosted20 hours ago20hComments23,https://www.bbc.com/sport/cricket/articles/c4gl1w1j0peo
10-09-2024,BBC,Cricket,Sussex skipper Simpson sparkles in gloom against GlamorganAttributionCricketPosted21 hours ago21hComments9,Sussex skipper Simpson sparkles in gloom against GlamorganAttributionCricketPosted21 hours ago21hComments9,https://www.bbc.com/sport/cricket/articles/cdx63rxyg6yo
10-09-2024,BBC,Cricket,Tattersall tightens Yorkshire grip at Grace RoadAttributionCricketPosted22 hours ago22hComments8,Tattersall tightens Yorkshire grip at Grace RoadAttributionCricketPosted22 hours ago22hComments8,https://www.bbc.com/sport/cricket/articles/c33nxmnmkrxo
10-09-2024,BBC,Cricket,Ollie Price & weather frustrate Middlesex at Lord'sAttributionCricketPosted21 hours ago21hComments6,Ollie Price & weather frustrate Middlesex at Lord'sAttributionCricketPosted21 hours ago21hComments6,https://www.bbc.com/sport/cricket/articles/cd059k5e2d5o
10-09-2024,BBC,Cricket,Northants stretch lead against DerbyshireAttributionCricketPosted20 hours ago20hComments6,Northants stretch lead against DerbyshireAttributionCricketPosted20 hours ago20hComments6,https://www.bbc.com/sport/cricket/articles/c79wp79xz5do
10-09-2024,BBC,Cricket,"Women's T20 World Cup squads, including England, India & AustraliaAttributionCricketPosted1 day ago1d","Women's T20 World Cup squads, including England, India & AustraliaAttributionCricketPosted1 day ago1d",https://www.bbc.com/sport/cricket/articles/ckgw4g2yp6lo
10-05-2024,BBC,Cricket,Forthcoming international cricket toursAttributionCricketPosted10 May10 May,Forthcoming international cricket toursAttributionCricketPosted10 May10 May,https://www.bbc.com/sport/cricket/articles/cpvgry25z77o
02-10-2023,BBC,Cricket,County ins and outsAttributionCountiesPosted2 October 20232 Oct 2023,County ins and outsAttributionCountiesPosted2 October 20232 Oct 2023,https://www.bbc.com/sport/cricket/66613767
08-07-2019,BBC,Cricket,"ICC Test, ODI and T20 rankingsAttributionCricketPosted8 July 20198 Jul 2019","ICC Test, ODI and T20 rankingsAttributionCricketPosted8 July 20198 Jul 2019",https://www.bbc.com/sport/cricket/28970884
11-09-2024,BBC,Formula 1,Honda and Alpine breach F1 cost-cap rules,"Engine manufacturers Honda and Alpine have committed a “procedural breach” of the Formula 1 cost-cap regulations, says governing body the FIA.AttributionFormula 1Posted3 hours ago3h",https://www.bbc.com/sport/formula1/articles/cn47e8l2897o
10-09-2024,BBC,Formula 1,Will 'genius' Newey turn Aston Martin into winners?AttributionFormula 1Posted1 day ago1d,Will 'genius' Newey turn Aston Martin into winners?AttributionFormula 1Posted1 day ago1d,https://www.bbc.com/sport/formula1/articles/cy76rk5gndxo
10-09-2024,BBC,Formula 1,F1 design great Newey joins Aston MartinAttributionFormula 1Posted1 day ago1dComments702,F1 design great Newey joins Aston MartinAttributionFormula 1Posted1 day ago1dComments702,https://www.bbc.com/sport/formula1/articles/c3rdgl74z5eo
10-09-2024,BBC,Formula 1,F1 Q&A: Will the title go down to the wire?AttributionFormula 1Posted1 day ago1d,F1 Q&A: Will the title go down to the wire?AttributionFormula 1Posted1 day ago1d,https://www.bbc.com/sport/formula1/articles/c204reqez21o
08-09-2024,BBC,Formula 1,£30m a year - why F1 designer is one of sport's highest-earning BritonsAttributionFormula 1Posted3 days ago3dComments849,£30m a year - why F1 designer is one of sport's highest-earning BritonsAttributionFormula 1Posted3 days ago3dComments849,https://www.bbc.com/sport/articles/czrxgll23w9o
09-09-2024,BBC,Formula 1,How to follow Azerbaijan Grand Prix on the BBCAttributionFormula 1Posted2 days ago2d,How to follow Azerbaijan Grand Prix on the BBCAttributionFormula 1Posted2 days ago2d,https://www.bbc.com/sport/formula1/articles/c5ylnede9ljo
07-09-2024,BBC,Formula 1,Newey commits to £30m-a-year Aston Martin dealAttributionFormula 1Posted4 days ago4d,Newey commits to £30m-a-year Aston Martin dealAttributionFormula 1Posted4 days ago4d,https://www.bbc.com/sport/formula1/articles/c4gqd8lz9g1o
06-09-2024,BBC,Formula 1,Bearman to replace Magnussen at Haas in AzerbaijanAttributionFormula 1Posted5 days ago5d,Bearman to replace Magnussen at Haas in AzerbaijanAttributionFormula 1Posted5 days ago5d,https://www.bbc.com/sport/formula1/articles/c80en9mj4pdo
05-09-2024,BBC,Formula 1,Serra named Ferrari chassis technical directorAttributionFormula 1Posted6 days ago6d,Serra named Ferrari chassis technical directorAttributionFormula 1Posted6 days ago6d,https://www.bbc.com/sport/formula1/articles/cp8n73jpg0do
03-09-2024,BBC,Formula 1,Complaints about McLaren and Mercedes front wings rejected AttributionFormula 1Posted3 September3 Sep,Complaints about McLaren and Mercedes front wings rejected AttributionFormula 1Posted3 September3 Sep,https://www.bbc.com/sport/formula1/articles/c3w6y694406o
01-09-2024,BBC,Formula 1,McLaren consider team orders to aid Norris title bid,"McLaren are to consider imposing team orders to help Lando Norris overhaul Max Verstappen, who says his Red Bull is ""undriveable"".AttributionFormula 1Posted1 September1 SepComments886",https://www.bbc.com/sport/formula1/articles/cvg3z3zxgq4o
01-09-2024,BBC,Formula 1,Leclerc beats Piastri and Norris for home Ferrari winAttributionFormula 1Posted1 September1 SepComments1295,Leclerc beats Piastri and Norris for home Ferrari winAttributionFormula 1Posted1 September1 SepComments1295,https://www.bbc.com/sport/formula1/articles/c1l590r59l9o
01-09-2024,BBC,Formula 1,Audi sets 'more realistic' target for F1 teamAttributionFormula 1Posted1 September1 Sep,Audi sets 'more realistic' target for F1 teamAttributionFormula 1Posted1 September1 Sep,https://www.bbc.com/sport/formula1/articles/cze5xzpn931o
01-09-2024,BBC,Formula 1,Magnussen banned for exceeding penalty point limitAttributionFormula 1Posted1 September1 Sep,Magnussen banned for exceeding penalty point limitAttributionFormula 1Posted1 September1 Sep,https://www.bbc.com/sport/formula1/articles/cn5r35v90nno
03-09-2024,BBC,Formula 1,F1 Q&A: Can Red Bull recover from loss in form?AttributionFormula 1Posted3 September3 Sep,F1 Q&A: Can Red Bull recover from loss in form?AttributionFormula 1Posted3 September3 Sep,https://www.bbc.com/sport/formula1/articles/cgl2dl536nzo
01-09-2024,BBC,Formula 1,Norris eyes 'opportunity' to close title gap on VerstappenAttributionFormula 1Posted1 September1 Sep,Norris eyes 'opportunity' to close title gap on VerstappenAttributionFormula 1Posted1 September1 Sep,https://www.bbc.com/sport/formula1/articles/cr5n1r3plzdo
31-08-2024,BBC,Formula 1,Antonelli can do 'great things' as Hamilton's replacementAttributionFormula 1Posted31 August31 AugComments281,Antonelli can do 'great things' as Hamilton's replacementAttributionFormula 1Posted31 August31 AugComments281,https://www.bbc.com/sport/formula1/articles/c4gvd336rzdo
31-08-2024,BBC,Formula 1,Norris on Italian GP pole with Verstappen seventh,"Lando Norris leads a McLaren one-two in Italian Grand Prix qualifying, with title rival Max Verstappen’s Red Bull in seventh.AttributionFormula 1Posted31 August31 AugComments1200",https://www.bbc.com/sport/formula1/articles/c0l8e46e5l0o
29-08-2024,BBC,Formula 1,'I barely eat on Sundays' - title hopeful Norris on beating nervesAttributionFormula 1Posted29 August29 Aug,'I barely eat on Sundays' - title hopeful Norris on beating nervesAttributionFormula 1Posted29 August29 Aug,https://www.bbc.com/sport/formula1/articles/clyg19kng1po
29-08-2024,BBC,Formula 1,Mercedes and Verstappen 'keep open communication' over future move - WolffAttributionFormula 1Posted29 August29 Aug,Mercedes and Verstappen 'keep open communication' over future move - WolffAttributionFormula 1Posted29 August29 Aug,https://www.bbc.com/sport/formula1/articles/clylz1e7yx8o
29-08-2024,BBC,Formula 1,Renault staff to strike at plans to end F1 engine programmeAttributionFormula 1Posted29 August29 Aug,Renault staff to strike at plans to end F1 engine programmeAttributionFormula 1Posted29 August29 Aug,https://www.bbc.com/sport/formula1/articles/cly3gnp5nvpo
